Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Assembly Ventures,https://www.crunchbase.com/organization/assembly-ventures,Venture Capital,13,,"Detroit, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",Partnering with the people that move the world. Detroit and Berlin.,4,9,,Active,2020-01-01,year,http://www.assemblyventures.com,https://www.linkedin.com/company/assemblyventures,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Energy, Hardware, Manufacturing, Science and Engineering, Software, Transportation","Advanced Materials, Artificial Intelligence (AI), Automotive, Battery, Drones, Electric Vehicle, Energy Management, Marine Technology, Robotics, Transportation",3,"Chris Thomas, Felix Scheuffelen, Jessica Robinson",1-10,"Early Stage Venture, Seed",,,Private
QNBEYOND Ventures,https://www.crunchbase.com/organization/qnbeyond-ventures,Corporate Venture Capital,13,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",We partner with audacious teams to take financial services beyond.,4,9,,Active,2019-01-01,year,https://www.qnbeyondventures.com/,https://www.linkedin.com/company/qnbeyond-ventures/,"Financial Services, Lending and Investments","Financial Services, Venture Capital",1,Özge Öz,1-10,Seed,,,Private
Rethink Ventures,https://www.crunchbase.com/organization/rethink-ventures,Venture Capital,13,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Rethink Ventures is a specialist venture capital firm exclusively focused on investing in a sustainable future of transportation.,8,11,,Active,2022-01-01,year,https://www.rethinkventures.com,https://www.linkedin.com/company/rethinkventures/,,,2,"Jens-Philipp Klein, Matthias Schanze",1-10,"Early Stage Venture, Seed, Venture",,,Private
GreenPoint Partners,https://www.crunchbase.com/organization/greenpoint-partners-4d6a,"Private Equity Firm, Venture Capital",13,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",GreenPoint Partners invests in growth-stage companies.,6,10,,Active,2019-01-01,year,https://greenpoint.partners/,https://www.linkedin.com/company/greenpointpartners/about/,,,1,Chris Green,11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Heartfelt Capital,https://www.crunchbase.com/organization/heartfelt-capital,Venture Capital,13,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Heartfelt Capital is a early stage startup investor. VC in Berlin.,5,13,,Active,2018-01-01,year,https://heartfelt.capital,https://www.linkedin.com/company/heartfeltcapital,,,,,11-50,Seed,,,Private
10vc,https://www.crunchbase.com/organization/ten-vc,Venture Capital,13,,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",10vc invests in brilliant founders building breakthrough technologies.,3,13,,Active,2022-03-22,day,https://www.10vc.com,https://www.linkedin.com/company/10vc/,,,,,1-10,Seed,,,Private
D11Z.Ventures,https://www.crunchbase.com/organization/d11z-ventures,Venture Capital,13,,"Heilbronn, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","D11Z.Ventures invest in the AI-innovators, the doers, are laying the foundations today to actively shape and change the world of tomorrow.",7,12,,Active,2024-01-01,year,https://d11z.com/,https://www.linkedin.com/company/d11z/about/,,,,,11-50,Seed,,,Private
Dekrypt Capital,https://www.crunchbase.com/organization/dekrypt-capital,Venture Capital,13,,"Berkeley, California, United States","San Francisco Bay Area, West Coast, Western US","Dekrypt Capital is a Investment firm focused on core blockchain infrastructure, privacy-preserving protocols, and early-stage ventures.",1,12,,Active,2017-01-01,year,http://dekrypt.capital,https://www.linkedin.com/company/dekrypt-capital,"Blockchain and Cryptocurrency, Financial Services, Other","Blockchain, Finance, Financial Services",4,"Howard Wu, Jack Baumruk, Jon Allen, Ronen Kirsh",1-10,"Early Stage Venture, Seed, Venture",,,Private
Basinghall Partners,https://www.crunchbase.com/organization/basinghall-partners,Venture Capital,13,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Basinghall is an early stage venture capital firm for the digital enablers of traditional industries.  ,3,9,,Active,2017-01-01,year,https://www.basinghallpartners.com,https://www.linkedin.com/company/basinghall-partners/,,,1,Andrew Irvine,1-10,"Early Stage Venture, Seed, Venture",,,Private
neoteq ventures,https://www.crunchbase.com/organization/neoteq-ventures,Venture Capital,13,,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Earlystage venture capital firm based in Cologne, Germany. We invest in outstanding teams with exceptional, technology-based companies.",8,12,,Active,2020-01-01,year,https://www.neoteq.de/,https://www.linkedin.com/company/neoteq-ventures/,,,2,"B.J. Park, Simon Schneider",1-10,"Early Stage Venture, Seed",,,Private
e squared,https://www.crunchbase.com/organization/e²jdj,Venture Capital,13,3,"New Orleans, Louisiana, United States",Southern US,INVESTING GLOBALLY IN DISRUPTIVE AND SUSTAINABLE FOOD & AGRICULTURE TECHNOLOGY AND SCIENCE,1,12,,Active,2020-01-01,year,https://www.e2jdj.com,https://www.linkedin.com/company/e%C2%B2jdj,Food and Beverage,Food and Beverage,2,"Corey Jones, Stephanie Dorsey",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
KIMPA,https://www.crunchbase.com/organization/kimpa-impact-family-office,"Family Investment Office, Private Equity Firm, Venture Capital",13,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",KIMPA is an investment firm that offers funding and guidance for social impact and environmental based companies.,1,13,,Active,2020-01-01,year,https://www.kimpa.co/,https://www.linkedin.com/company/kimpa,"Financial Services, Lending and Investments","Finance, Financial Services, Impact Investing, Venture Capital, Wealth Management",3,"Julien Lescs, Olivier Rieu, Vincent Piche",11-50,"Early Stage Venture, Private Equity, Seed, Venture",,,Private
Caesar Ventures,https://www.crunchbase.com/organization/caesar-ventures-llc,Venture Capital,13,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Caesar Ventures is a venture capital firm.,3,12,,Active,,,https://www.caesar.vc,https://www.linkedin.com/company/caesarventures,,,,,1-10,"Seed, Venture",,,Private
Lightbird,https://www.crunchbase.com/organization/lightbird-ventures,Venture Capital,13,,"Bern, Bern, Switzerland","Europe, Middle East, and Africa (EMEA)",Lightbird Ventures is an investment firm.,7,9,,Closed,2021-01-01,day,https://lightbird.vc/,https://www.linkedin.com/company/lightbird/,,,,,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Adevinta Ventures,https://www.crunchbase.com/organization/adevinta-ventures,Corporate Venture Capital,13,3,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Adevinta Ventures is the VC arm of leading online marketplace player Adevinta,5,11,1,Active,2018-01-01,year,https://www.adevinta.com/ventures/,https://www.linkedin.com/company/adevinta,"Financial Services, Lending and Investments",Venture Capital,1,Rolv Erik Ryssdal,1-10,Early Stage Venture,,,Private
Purple Orange Ventures,https://www.crunchbase.com/organization/purple-orange-ventures,Venture Capital,13,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Purple Orange Ventures is an entrepreneur-led impact seed fund based in Berlin.,,12,,Active,2018-01-01,year,https://www.purpleorange.com/,https://www.linkedin.com/company/purpleorange/,"Financial Services, Food and Beverage","Finance, Financial Services, Food and Beverage",1,Gary Lin,1-10,"Early Stage Venture, Seed",,,Private
Egora Holding,https://www.crunchbase.com/organization/egora-holding,Venture Capital,13,3,"Martinsried, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Egora Holding is an investment company and concentrates on investments in Broadband Communications, Industrial Optronics,",5,10,1,Active,2001-01-01,year,http://www.egora-holding.de/,https://www.linkedin.com/company/egora-holding/about/,Financial Services,"Finance, Financial Services",1,Eric Protiva,1-10,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private
LA ROCA Capital,https://www.crunchbase.com/organization/la-roca-capital,"Family Investment Office, Venture Capital",13,,"Hanover, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",LA ROCA Capital is a family Office on the road as seed and co-investor or co-founder for many years.,1,12,,Active,,,https://www.laroca-capital.com,https://www.linkedin.com/company/la-roca-capital,,,,,11-50,"Early Stage Venture, Seed, Venture",,,Private
Gmjp,https://www.crunchbase.com/organization/gmjp,Venture Capital,13,,"Japan, Jawa Tengah, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Gmjp is an early-stage web3 fund investing globally with a focus on Japan.,3,12,,Active,2022-01-01,year,https://gmjp.lol,https://www.linkedin.com/company/gmjp/,"Blockchain and Cryptocurrency, Internet Services",Web3,,,1-10,"Early Stage Venture, Seed",,,Private
B&C Innovation Investments,https://www.crunchbase.com/organization/b-c-innovation-investments,Venture Capital,13,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",B&C Innovation Investments invests in industrial tech scaleups.,5,11,,Active,2016-01-01,year,https://bcgruppe.at/en/innovation-investments/,https://www.linkedin.com/company/bcgruppe,Manufacturing,Manufacturing,,,11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private
b.value AG,https://www.crunchbase.com/organization/b-value-ag,Venture Capital,13,,"Dortmund, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",b.value AG are into Biotechnology investments.,3,12,,Active,2016-01-01,year,https://www.bvalue-ag.com/,https://www.linkedin.com/company/b-value-ag/?originalSubdomain=in,"Biotechnology, Science and Engineering",Biotechnology,1,Peter Kallien,1-10,Early Stage Venture,,,Private
Atka Capital,https://www.crunchbase.com/organization/atka-capital,Venture Capital,13,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Atka Capital invest in cryptocurrency and blockchain sectors.,,13,,Active,2018-01-01,year,https://atka.capital/,,,,1,Pierre Laurent,,Early Stage Venture,,,Private
Honey Badger Capital OÜ,https://www.crunchbase.com/organization/honey-badger-capital-oü,Venture Capital,13,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seed funding for mission driven founders,,12,,Active,2021-01-01,year,https://badger.ee/,https://www.linkedin.com/in/helerypops/,,,3,"Martin Henk, Martin Tajur, Ragnar Sass",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private
4SV,https://www.crunchbase.com/organization/4sv,Venture Capital,13,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",4SV invests in nascent blockchain companies and advances the growth of their transformative technologies.,1,13,,Active,2021-01-01,year,https://www.4sv.io/,https://www.linkedin.com/company/4svio/,,,,,1-10,Seed,,,Private
WeWork Creator Fund,https://www.crunchbase.com/organization/wework-creator-fund,"Co-Working Space, Corporate Venture Capital, Venture Capital",13,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",A WeWork-backed fund investing in the future of work.,3,12,,Active,2018-09-01,month,,https://www.linkedin.com/company/wework/,"Financial Services, Lending and Investments",Venture Capital,,,,"Early Stage Venture, Grant, Seed",,,Private
Polybius Capital,https://www.crunchbase.com/organization/polybius-capital,Venture Capital,13,,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia","Polybius Capital provides best-in-class Fund Management, Venture Capital and Advisory to the blockchain ecosystem.",1,12,,Active,2016-01-01,year,https://www.polybiuscapital.com,https://www.linkedin.com/company/polybius-capital/,,,1,Tobias Abbey,1-10,"Seed, Venture",,,Private
Seed GmbH,https://www.crunchbase.com/organization/88investments,"Micro VC, Venture Capital",13,4,"Köln, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investment company,,11,,Active,2011-01-01,year,,,,,2,"Gerald Schoenbucher, Jan Miczaika",,"Early Stage Venture, Seed",,,Private
Innuvik Ventures,https://www.crunchbase.com/organization/innuvik-ventures,Venture Capital,13,2,"Bottighofen, Sankt Gallen, Switzerland","Europe, Middle East, and Africa (EMEA)",Swiss based early stage startup-investor. Invests in internet startups only. Specialized in Online Travel.,1,8,,Closed,2015-01-01,month,http://www.innuvik.com,,,,1,Roland Zeller,1-10,"Early Stage Venture, Seed",,,Private
German Ventures,https://www.crunchbase.com/organization/german-ventures,Venture Capital,13,6,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","German Ventures is a VC with a focus on providing financial, networking and operational support for early stage US and German tech startups",2,13,1,Active,2012-01-01,year,http://german-ventures.com,https://www.linkedin.com/company/german-ventures-gmbh/,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Lending and Investments, Science and Engineering, Software","Artificial Intelligence (AI), Internet, Machine Learning, Venture Capital",,,1-10,Early Stage Venture,,,Private
Fund F,https://www.crunchbase.com/organization/fund-f,Venture Capital,12,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",The European Venture Fund that backs gender-diverse founder teams.,3,10,,Active,,,https://fund-f.com/,https://www.linkedin.com/company/fund_f/,,,,,1-10,Seed,,,Private
