Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
BREEGA,https://www.crunchbase.com/organization/breega-capital,Venture Capital,127,15,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Backing bold founders from pre-Seed to Series A+ in Digital, Climate & Deep Tech across Europe & Africa. €700M AUM. Built by entrepreneurs.",95,93,,Active,2013-04-01,day,https://www.breega.com/,https://www.linkedin.com/company/breega,"Financial Services, Lending and Investments","FinTech, Impact Investing, InsurTech, Venture Capital",3,"Ben Marrel, Francois Paulus, Maximilien Bacot",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Credo Ventures,https://www.crunchbase.com/organization/credo-ventures,Venture Capital,127,16,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Credo Ventures is a venture capital company focused on early stage investments in Central and Eastern Europe.,48,78,1,Active,2009-03-02,day,http://www.credoventures.com,http://www.linkedin.com/company/credo-ventures,"Financial Services, Information Technology, Internet Services, Lending and Investments","Finance, Financial Services, Information Technology, Internet, Venture Capital",2,"Jan Habermann, Ondrej Bartos",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Expa,https://www.crunchbase.com/organization/expa,"Accelerator, Incubator, Venture Capital",127,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Expa is a venture studio and VC fund that supports early-stage startups through expertise, access, and funding.",22,86,,Active,2013-05-02,day,http://www.expa.com,http://www.linkedin.com/company/expa,"Commerce and Shopping, Financial Services, Internet Services, Software","Consumer Software, Developer Tools, E-Commerce Platforms, Enterprise Software, FinTech",1,Garrett Camp,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private
Portage Ventures,https://www.crunchbase.com/organization/portag3-ventures,Venture Capital,126,10,"Toronto, Ontario, Canada",Great Lakes,Portage Ventures is a global fintech-focused venture capital investor.,46,87,1,Active,2016-01-01,year,https://portageinvest.com/,https://www.linkedin.com/company/portagevc,"Financial Services, Lending and Investments","Financial Services, FinTech, Venture Capital",3,"Adam Felesky, Juliette Souliman, Paul Desmarais III",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Episode 1,https://www.crunchbase.com/organization/episode,Venture Capital,126,8,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Episode1 Ventures is a venture capital fund set up to invest in early-stage technology companies based in London, UK.",51,67,,Active,2013-01-01,year,http://www.episode1.com,http://www.linkedin.com/company/3242579,"Financial Services, Lending and Investments, Software","Enterprise Software, Finance, Financial Services, Venture Capital",3,"Adrian Lloyd, Damien Lane, Simon Murdoch",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",For Profit,,Private
SGH CAPITAL,https://www.crunchbase.com/organization/sgh-capital,Venture Capital,126,32,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",SGH Capital operates as a platform of funds that supports technology driven companies.,5,113,2,Active,2014-01-01,day,https://www.sghcapital.com,https://www.linkedin.com/company/sgh-capital,"Financial Services, Information Technology, Lending and Investments","Financial Services, Information Technology, Venture Capital",1,Alexandre Azoulay,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
TusStar,https://www.crunchbase.com/organization/tusstar,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",126,7,"Beijing, Beijing, China",Asia-Pacific (APAC),TusStar is an investment firm that integrates innovation services and building business platforms.,38,115,5,Active,1999-01-01,year,http://www.tusstar.com/,https://www.linkedin.com/company/%E5%90%AF%E8%BF%AA%E4%B9%8B%E6%98%9F/,"Financial Services, Lending and Investments","Finance, Financial Services, Incubators",1,Jinsheng Zhang,101-250,"Early Stage Venture, Seed",,,Private
Acton Capital,https://www.crunchbase.com/organization/acton-capital-partners,Venture Capital,124,42,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Acton Capital is a leading growth venture capital investor in tech-enabled business models, headquartered in Munich, Germany.",52,85,6,Active,1999-01-01,year,http://www.actoncapital.com,http://www.linkedin.com/company/acton-capital-partners,"Financial Services, Lending and Investments, Software","Financial Services, FinTech, SaaS, Venture Capital",4,"Christoph Braun, Frank Seehaus, Jan-Gisbert Schultze, Paul-Bernhard Kallen",11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private
LongHash Ventures,https://www.crunchbase.com/organization/longhash,"Accelerator, Venture Capital",124,3,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",LongHash Ventures is a global blockchain accelerator and VC fund.,25,114,,Active,2018-01-01,year,https://www.longhashventures.com,https://www.linkedin.com/company/longhashventures,"Financial Services, Information Technology, Internet Services","Financial Services, Information Technology, Internet",1,Emma Cui,11-50,"Early Stage Venture, Grant, Seed, Venture",,,Private
AVP,https://www.crunchbase.com/organization/axa-strategic-ventures,Venture Capital,123,17,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","AVP is an independent global investment platform dedicated to high-growth, tech (from deep-tech to tech-enabled) companies.",66,84,1,Active,2016-01-01,year,https://www.avpcap.com ,https://www.linkedin.com/company/avpcap,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Francois Robinet, Imran Akram",51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Mubadala Capital Ventures,https://www.crunchbase.com/organization/mubadala-ventures,"Corporate Venture Capital, Fund Of Funds, Venture Capital",122,25,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Mubadala Ventures is the venture capital arm of Mubadala that focuses on advanced technology.,29,83,15,Active,2017-10-01,month,https://www.mubadala.com/,https://www.linkedin.com/company/mubadala/,"Financial Services, Government and Military, Lending and Investments","Asset Management, Government, Venture Capital",,,501-1000,"Early Stage Venture, Late Stage Venture, Post-Ipo",,Made Acquisitions,Private
HashKey Capital,https://www.crunchbase.com/organization/hashkey-capital-9c60,"Hedge Fund, Venture Capital",122,4,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),"HashKey Capital is an institutional asset manager investing exclusively in blockchain technology, fintech technology and digital assets.",14,114,1,Active,2018-01-01,year,https://hashkey.capital,https://www.linkedin.com/company/hashkeycapital/,,,,,51-100,"Early Stage Venture, Grant, Initial Coin Offering, Private Equity, Seed, Venture",,,Private
Mountain Partners,https://www.crunchbase.com/organization/mountain-partners,"Fund Of Funds, Venture Capital",122,31,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Mountain Partners is a globally operating company builder that invests in technology companies.,18,108,4,Active,2005-01-01,day,https://mountain.partners/,https://www.linkedin.com/company/mountain-partners-group,"Financial Services, Lending and Investments, Professional Services","Asset Management, Business Development, Venture Capital",3,"Christine Schmitz-Riol, Daniel S. Wenzel, Dr. Cornelius Boersch",11-50,"Early Stage Venture, Seed, Venture",,Made Acquisitions,Private
Genblock Capital,https://www.crunchbase.com/organization/genblock-capital,Venture Capital,121,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Genblock Capital invests exclusively in blockchain and cryptocurrency, with a focus on decentralized finance.",5,119,,Active,2017-01-01,year,https://genblock.capital/,https://www.linkedin.com/company/genblock-capital,,,1,Bilal Junaid,1-10,"Early Stage Venture, Seed",,,Private
Playground Global,https://www.crunchbase.com/organization/playground-global,Venture Capital,120,17,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Playground is an early-stage deep tech venture capital firm backing technical and scientific founders,54,68,1,Active,2015-01-06,day,http://playground.vc,https://www.linkedin.com/company/playground-global,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Lending and Investments, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Robotics, Software, Venture Capital",4,"Bruce Leak, Matt Hershenson, Peter Barrett, Peter Barrett",11-50,Early Stage Venture,,,Private
Capnamic,https://www.crunchbase.com/organization/capnamic-ventures,Venture Capital,118,19,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capnamic is a venture capital firm investing in outstanding early-stage companies within Europe.,50,70,,Active,2012-01-01,year,http://capnamic.com,https://www.linkedin.com/company/capnamic/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",4,"André Christ, Christian Siegele, Jorg Binnenbrucker, Jörg Beyer",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Lemniscap,https://www.crunchbase.com/organization/lemniscap,"Hedge Fund, Venture Capital",118,1,"George Town, Midland, Cayman Islands",,Lemniscap is an investment firm specializing in investments in emerging cryptoassets and blockchain companies,47,107,,Active,2017-11-01,month,https://lemniscap.com,https://linkedin.com/company/Lemniscap,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software","Bitcoin, Blockchain, Cryptocurrency, Ethereum, Hedge Funds, Venture Capital",1,Roderik van der Graaf,1-10,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Mechanism Capital,https://www.crunchbase.com/organization/mechanism-capital,Venture Capital,118,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Mechanism Capital is an investment firm that invests in the cryptocurrency industry with a focus on decentralized finance or DeFi.,28,108,,Active,2020-01-01,year,https://www.mechanismcapital.co,https://www.linkedin.com/company/mechanism-capital/,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software","Cryptocurrency, Decentralized Finance (DeFi), Finance, Financial Services, Venture Capital",1,Andrew Kang,11-50,"Early Stage Venture, Secondary Market, Venture",,,Private
Kurma Partners,https://www.crunchbase.com/organization/kurma-life-science-partners,Venture Capital,117,13,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kurma Partners is a management company specializing in the financing of innovation in healthcare and biotechnology.,58,61,5,Active,2009-07-01,month,http://www.kurmapartners.com,https://www.linkedin.com/company/3107240/,"Biotechnology, Financial Services, Health Care, Science and Engineering","Biotechnology, Financial Services, Health Care, Health Diagnostics, Life Science",1,Thierry Laugel,1001-5000,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Was Acquired,Private
HOF Capital,https://www.crunchbase.com/organization/hof-capital,Venture Capital,117,8,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",HOF Capital is a global multistage VC firm with $1 billion in AUM that partners with ambitious entrepreneurs from idea to IPO.,13,87,4,Active,2016-01-01,year,http://www.hofcapital.com,https://www.linkedin.com/company/hof-capital/,"Financial Services, Lending and Investments",Venture Capital,3,"Fady Yacoub, Hisham Elhaddad, Onsi Sawiris",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private
